level	syncretism_group	lexeme_id	form	n_cells	cells	past_cells	cross_tense	binyan
unvocalized	LX-4dfe7ffa33:U3	LX-4dfe7ffa33	התחנכו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-4dfe7ffa33:U4	LX-4dfe7ffa33	תתחנך	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-4dfe7ffa33:U5	LX-4dfe7ffa33	תתחנכנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-4e306ea0a8:U1	LX-4e306ea0a8	התקהלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-4e306ea0a8:U2	LX-4e306ea0a8	התקהל	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-4e306ea0a8:U3	LX-4e306ea0a8	התקהלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-4e306ea0a8:U4	LX-4e306ea0a8	תתקהל	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-4e306ea0a8:U5	LX-4e306ea0a8	תתקהלנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-4e5da48139:U1	LX-4e5da48139	צפית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-4e5da48139:U2	LX-4e5da48139	צפה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-4e5da48139:U3	LX-4e5da48139	צפו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-4e5da48139:U4	LX-4e5da48139	צופה	2	PRS.MSG|PRS.FSG		False	PAAL
unvocalized	LX-4e5da48139:U5	LX-4e5da48139	תצפה	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-4e5da48139:U6	LX-4e5da48139	תצפינה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-4f44e4fd0c:U1	LX-4f44e4fd0c	כעסת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-4f44e4fd0c:U2	LX-4f44e4fd0c	כעס	3	PST.3MSG|IMP.2MSG|MSDR	PST.3MSG	True	PAAL
unvocalized	LX-4f44e4fd0c:U3	LX-4f44e4fd0c	כעסו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-4f44e4fd0c:U4	LX-4f44e4fd0c	תכעס	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-4f44e4fd0c:U5	LX-4f44e4fd0c	תכעסנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-4f4b2885d6:U1	LX-4f4b2885d6	הפסדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-4f4b2885d6:U2	LX-4f4b2885d6	הפסידו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-4f4b2885d6:U3	LX-4f4b2885d6	תפסיד	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-4f4b2885d6:U4	LX-4f4b2885d6	תפסדנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-4f4b2885d6:U5	LX-4f4b2885d6	הפסד	2	IMP.2MSG|MSDR		True	HIFIL
unvocalized	LX-4fd145b50b:U1	LX-4fd145b50b	פצעת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-4fd145b50b:U2	LX-4fd145b50b	פצע	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-4fd145b50b:U3	LX-4fd145b50b	פצעו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-4fd145b50b:U4	LX-4fd145b50b	תפצע	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-4fd145b50b:U5	LX-4fd145b50b	תפצענה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-505eab44cd:U1	LX-505eab44cd	התווכחת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-505eab44cd:U2	LX-505eab44cd	התווכח	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-505eab44cd:U3	LX-505eab44cd	התווכחו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-505eab44cd:U4	LX-505eab44cd	תתווכח	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-5066ee6f47:U1	LX-5066ee6f47	תבעת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5066ee6f47:U2	LX-5066ee6f47	תבע	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-5066ee6f47:U3	LX-5066ee6f47	תבעו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-5066ee6f47:U4	LX-5066ee6f47	תתבע	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5066ee6f47:U5	LX-5066ee6f47	תתבענה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-50f7529e25:U1	LX-50f7529e25	נבלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-50f7529e25:U2	LX-50f7529e25	נבלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-50f7529e25:U3	LX-50f7529e25	תיבול	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-50f7529e25:U4	LX-50f7529e25	תיבולנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-5131dbb21d:U1	LX-5131dbb21d	ששת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5131dbb21d:U2	LX-5131dbb21d	שש	2	PST.3MSG|PRS.MSG	PST.3MSG	True	PAAL
unvocalized	LX-5131dbb21d:U3	LX-5131dbb21d	ששה	2	PST.3FSG|PRS.FSG	PST.3FSG	True	PAAL
unvocalized	LX-5131dbb21d:U4	LX-5131dbb21d	תשיש	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5131dbb21d:U5	LX-5131dbb21d	תששנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-51429076b1:U1	LX-51429076b1	השתלטת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-51429076b1:U2	LX-51429076b1	השתלט	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-51429076b1:U3	LX-51429076b1	השתלטו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-51429076b1:U4	LX-51429076b1	תשתלט	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-51429076b1:U5	LX-51429076b1	תשתלטנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-51e5f73ea3:U1	LX-51e5f73ea3	הובלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-51e5f73ea3:U2	LX-51e5f73ea3	הובילו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-51e5f73ea3:U3	LX-51e5f73ea3	תוביל	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-51e5f73ea3:U4	LX-51e5f73ea3	תובלנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-520a0e9752:U1	LX-520a0e9752	הזדקנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-520a0e9752:U2	LX-520a0e9752	הזדקן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-520a0e9752:U3	LX-520a0e9752	הזדקנה	2	PST.3FSG|IMP.2FPL	PST.3FSG	True	
unvocalized	LX-520a0e9752:U4	LX-520a0e9752	הזדקנו	3	PST.1PL|PST.3PL|IMP.2MPL	PST.1PL|PST.3PL	True	
unvocalized	LX-520a0e9752:U5	LX-520a0e9752	תזדקן	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-520a0e9752:U6	LX-520a0e9752	תזדקנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-5216072da6:U1	LX-5216072da6	נקברת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	NIFAL
unvocalized	LX-5216072da6:U2	LX-5216072da6	נקבר	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
unvocalized	LX-5216072da6:U3	LX-5216072da6	תיקבר	2	FUT.2MSG|FUT.3FSG		False	NIFAL
unvocalized	LX-5216072da6:U4	LX-5216072da6	תיקברנה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
unvocalized	LX-52b035f5e4:U1	LX-52b035f5e4	פנית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-52b035f5e4:U2	LX-52b035f5e4	פנה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-52b035f5e4:U3	LX-52b035f5e4	פנו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-52b035f5e4:U4	LX-52b035f5e4	פונה	2	PRS.MSG|PRS.FSG		False	PAAL
unvocalized	LX-52b035f5e4:U5	LX-52b035f5e4	תפנה	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-52b035f5e4:U6	LX-52b035f5e4	תפנינה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-5332a810c0:U1	LX-5332a810c0	פיסלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-5332a810c0:U2	LX-5332a810c0	תפסל	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-5332a810c0:U3	LX-5332a810c0	תפסלנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-53d478f095:U1	LX-53d478f095	נגאלת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	
unvocalized	LX-53d478f095:U2	LX-53d478f095	נגאל	2	PST.3MSG|PRS.MSG	PST.3MSG	True	
unvocalized	LX-53d478f095:U3	LX-53d478f095	תיגאל	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-53d478f095:U4	LX-53d478f095	תיגאלנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-549458f290:U1	LX-549458f290	התארגנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-549458f290:U2	LX-549458f290	התארגן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-549458f290:U3	LX-549458f290	התארגנה	2	PST.3FSG|IMP.2FPL	PST.3FSG	True	HITPAEL
unvocalized	LX-549458f290:U4	LX-549458f290	התארגנו	3	PST.1PL|PST.3PL|IMP.2MPL	PST.1PL|PST.3PL	True	HITPAEL
unvocalized	LX-549458f290:U5	LX-549458f290	תתארגן	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-549458f290:U6	LX-549458f290	תתארגנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-54ac4f3924:U1	LX-54ac4f3924	התגלחת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-54ac4f3924:U2	LX-54ac4f3924	התגלח	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-54ac4f3924:U3	LX-54ac4f3924	התגלחו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-54ac4f3924:U4	LX-54ac4f3924	תתגלח	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-54ac4f3924:U5	LX-54ac4f3924	תתגלחנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-54e68779c6:U1	LX-54e68779c6	נמלטת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	NIFAL
unvocalized	LX-54e68779c6:U2	LX-54e68779c6	נמלט	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
unvocalized	LX-54e68779c6:U3	LX-54e68779c6	תימלט	2	FUT.2MSG|FUT.3FSG		False	NIFAL
unvocalized	LX-54e68779c6:U4	LX-54e68779c6	תימלטנה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
unvocalized	LX-55334cadd8:U1	LX-55334cadd8	שומרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PUAL
unvocalized	LX-55334cadd8:U2	LX-55334cadd8	תשומר	2	FUT.2MSG|FUT.3FSG		False	PUAL
unvocalized	LX-55334cadd8:U3	LX-55334cadd8	תשומרנה	2	FUT.2FPL|FUT.3FPL		False	PUAL
unvocalized	LX-5547676956:U1	LX-5547676956	צבאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5547676956:U2	LX-5547676956	צבא	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-5547676956:U3	LX-5547676956	צבאו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-5547676956:U4	LX-5547676956	תצבא	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5547676956:U5	LX-5547676956	תצבאנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-5580082729:U1	LX-5580082729	העדפת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-5580082729:U2	LX-5580082729	העדיפו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-5580082729:U3	LX-5580082729	תעדיף	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-5580082729:U4	LX-5580082729	תעדפנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-559749a19d:U1	LX-559749a19d	מצאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-559749a19d:U2	LX-559749a19d	מצא	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-559749a19d:U3	LX-559749a19d	מצאו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-559749a19d:U4	LX-559749a19d	תמצא	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-559749a19d:U5	LX-559749a19d	תמצאנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-55fca0f10e:U1	LX-55fca0f10e	ניגנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-55fca0f10e:U2	LX-55fca0f10e	ניגנו	2	PST.1PL|PST.3PL	PST.1PL|PST.3PL	False	PIEL
unvocalized	LX-55fca0f10e:U3	LX-55fca0f10e	תנגן	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-55fca0f10e:U4	LX-55fca0f10e	תנגנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-56094e9f5f:U1	LX-56094e9f5f	קצרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-56094e9f5f:U2	LX-56094e9f5f	קצרו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-56094e9f5f:U3	LX-56094e9f5f	תקצור	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-56094e9f5f:U4	LX-56094e9f5f	תקצורנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-56d78a284e:U1	LX-56d78a284e	התקנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-56d78a284e:U2	LX-56d78a284e	התקינו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-56d78a284e:U3	LX-56d78a284e	תתקין	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-56d78a284e:U4	LX-56d78a284e	תתקנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-56d78a284e:U5	LX-56d78a284e	התקנה	2	IMP.2FPL|MSDR		True	HIFIL
unvocalized	LX-574a26d5e9:U1	LX-574a26d5e9	הוראית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-574a26d5e9:U2	LX-574a26d5e9	תוראה	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-574a26d5e9:U3	LX-574a26d5e9	תוראינה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-5769f7912b:U1	LX-5769f7912b	שוחררת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PUAL
unvocalized	LX-5769f7912b:U2	LX-5769f7912b	תשוחרר	2	FUT.2MSG|FUT.3FSG		False	PUAL
unvocalized	LX-5769f7912b:U3	LX-5769f7912b	תשוחררנה	2	FUT.2FPL|FUT.3FPL		False	PUAL
unvocalized	LX-5796699888:U1	LX-5796699888	גמלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5796699888:U2	LX-5796699888	גמלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-5796699888:U3	LX-5796699888	תגמול	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5796699888:U4	LX-5796699888	תגמולנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-57bb45b232:U1	LX-57bb45b232	גורשת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PUAL
unvocalized	LX-57bb45b232:U2	LX-57bb45b232	תגורש	2	FUT.2MSG|FUT.3FSG		False	PUAL
unvocalized	LX-57bb45b232:U3	LX-57bb45b232	תגורשנה	2	FUT.2FPL|FUT.3FPL		False	PUAL
unvocalized	LX-57d102f7a1:U1	LX-57d102f7a1	דרשת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-57d102f7a1:U2	LX-57d102f7a1	דרשו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-57d102f7a1:U3	LX-57d102f7a1	תדרוש	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-57d102f7a1:U4	LX-57d102f7a1	תדרושנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-580a14db7b:U1	LX-580a14db7b	נאכפת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	NIFAL
unvocalized	LX-580a14db7b:U2	LX-580a14db7b	נאכף	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
unvocalized	LX-580a14db7b:U3	LX-580a14db7b	תיאכף	2	FUT.2MSG|FUT.3FSG		False	NIFAL
unvocalized	LX-580a14db7b:U4	LX-580a14db7b	תיאכפנה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
unvocalized	LX-58393261d6:U1	LX-58393261d6	שינית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-58393261d6:U2	LX-58393261d6	משנה	2	PRS.MSG|PRS.FSG		False	PIEL
unvocalized	LX-58393261d6:U3	LX-58393261d6	תשנה	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-58393261d6:U4	LX-58393261d6	תשנינה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-588d3f6399:U1	LX-588d3f6399	פיטרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-588d3f6399:U2	LX-588d3f6399	תפטר	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-588d3f6399:U3	LX-588d3f6399	תפטרנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-58d1c93420:U1	LX-58d1c93420	גירשת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-58d1c93420:U2	LX-58d1c93420	תגרש	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-58d1c93420:U3	LX-58d1c93420	תגרשנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-58e6bb7696:U1	LX-58e6bb7696	התקשרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-58e6bb7696:U2	LX-58e6bb7696	התקשר	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-58e6bb7696:U3	LX-58e6bb7696	התקשרו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-58e6bb7696:U4	LX-58e6bb7696	תתקשר	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-58e6bb7696:U5	LX-58e6bb7696	תתקשרנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-5911285775:U1	LX-5911285775	שלפת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5911285775:U2	LX-5911285775	שלפו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-5911285775:U3	LX-5911285775	תשלוף	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5911285775:U4	LX-5911285775	תשלופנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-5969287c64:U1	LX-5969287c64	קרנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5969287c64:U2	LX-5969287c64	קרן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-5969287c64:U3	LX-5969287c64	קרנה	2	PST.3FSG|IMP.2FPL	PST.3FSG	True	PAAL
unvocalized	LX-5969287c64:U4	LX-5969287c64	קרנו	3	PST.1PL|PST.3PL|IMP.2MPL	PST.1PL|PST.3PL	True	PAAL
unvocalized	LX-5969287c64:U5	LX-5969287c64	תקרן	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5969287c64:U6	LX-5969287c64	תקרנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-598169fddb:U1	LX-598169fddb	החלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-598169fddb:U2	LX-598169fddb	החל	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HIFIL
unvocalized	LX-598169fddb:U3	LX-598169fddb	החלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-598169fddb:U4	LX-598169fddb	תחל	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-598169fddb:U5	LX-598169fddb	תחלנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-5987e4d604:U1	LX-5987e4d604	הגבלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-5987e4d604:U2	LX-5987e4d604	הגבילו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-5987e4d604:U3	LX-5987e4d604	תגביל	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-5987e4d604:U4	LX-5987e4d604	תגבלנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-59eebdc538:U1	LX-59eebdc538	השבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-59eebdc538:U2	LX-59eebdc538	השיבו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-59eebdc538:U3	LX-59eebdc538	תשיב	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-59eebdc538:U4	LX-59eebdc538	תשבנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-5a1b805acb:U1	LX-5a1b805acb	אוזכרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-5a1b805acb:U2	LX-5a1b805acb	תאוזכר	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-5a1b805acb:U3	LX-5a1b805acb	תאוזכרנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-5a23bf0684:U1	LX-5a23bf0684	הוקמת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HUFAL
unvocalized	LX-5a23bf0684:U2	LX-5a23bf0684	תוקם	2	FUT.2MSG|FUT.3FSG		False	HUFAL
unvocalized	LX-5a23bf0684:U3	LX-5a23bf0684	תוקמנה	2	FUT.2FPL|FUT.3FPL		False	HUFAL
unvocalized	LX-5a46a5b300:U1	LX-5a46a5b300	קינאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-5a46a5b300:U2	LX-5a46a5b300	תקנא	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-5a46a5b300:U3	LX-5a46a5b300	תקנאנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-5a82cc12e2:U1	LX-5a82cc12e2	הסתתרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-5a82cc12e2:U2	LX-5a82cc12e2	הסתתר	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-5a82cc12e2:U3	LX-5a82cc12e2	הסתתרו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-5a82cc12e2:U4	LX-5a82cc12e2	תסתתר	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-5a82cc12e2:U5	LX-5a82cc12e2	תסתתרנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-5a85c74caf:U1	LX-5a85c74caf	התחשמלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-5a85c74caf:U2	LX-5a85c74caf	התחשמל	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-5a85c74caf:U3	LX-5a85c74caf	התחשמלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-5a85c74caf:U4	LX-5a85c74caf	תתחשמל	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-5a85c74caf:U5	LX-5a85c74caf	תתחשמלנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-5a876c8f8f:U1	LX-5a876c8f8f	מדדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-5a876c8f8f:U2	LX-5a876c8f8f	מדדו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-5a876c8f8f:U3	LX-5a876c8f8f	תמדוד	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-5a876c8f8f:U4	LX-5a876c8f8f	תמדודנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-5a8b7d9716:U1	LX-5a8b7d9716	ניצלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-5a8b7d9716:U2	LX-5a8b7d9716	תנצל	2	FUT.2MSG|FUT.3FSG		False	
