level	syncretism_group	lexeme_id	form	n_cells	cells	past_cells	cross_tense	binyan
vocalized	LX-af3a35eb19:V3	LX-af3a35eb19	תִּתְגָּרֵשׁ	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-af3a35eb19:V4	LX-af3a35eb19	תִּתְגָּרֵשְׁנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-af4d4f3365:V1	LX-af4d4f3365	הוֹתִירוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
vocalized	LX-af4d4f3365:V2	LX-af4d4f3365	תּוֹתִיר	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-af4d4f3365:V3	LX-af4d4f3365	תּוֹתֵרְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-af6492231a:V1	LX-af6492231a	הִתְחַנֵּן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-af6492231a:V2	LX-af6492231a	הִתְחַנְּנוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-af6492231a:V3	LX-af6492231a	תִּתְחַנֵּן	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-af6492231a:V4	LX-af6492231a	תִּתְחַנֵּנָּה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-aff5a4ad55:V1	LX-aff5a4ad55	תִּשָּׁמַע	2	FUT.2MSG|FUT.3FSG		False	NIFAL
vocalized	LX-aff5a4ad55:V2	LX-aff5a4ad55	תִּשָּׁמַעְנָה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
vocalized	LX-b0201f1aa7:V1	LX-b0201f1aa7	תְּתַעֵב	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-b0201f1aa7:V2	LX-b0201f1aa7	תְּתַעֵבְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-b0ae740bb6:V1	LX-b0ae740bb6	תִּשְׂמַח	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b0ae740bb6:V2	LX-b0ae740bb6	תִּשְׂמַחְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b0d0d2151e:V1	LX-b0d0d2151e	תְּשַׁמֵּשׁ	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-b0d0d2151e:V2	LX-b0d0d2151e	תְּשַׁמֵּשְׁנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-b1c181eb09:V1	LX-b1c181eb09	תִּפַּח	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b1c181eb09:V2	LX-b1c181eb09	תִּפַּחְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b1e944da04:V1	LX-b1e944da04	תַּשְׁקֶה	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b1e944da04:V2	LX-b1e944da04	תַּשְׁקֶינָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b1fc7e2196:V1	LX-b1fc7e2196	תִּגְאַל	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b1fc7e2196:V2	LX-b1fc7e2196	תִּגְאַלְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b202d13eff:V1	LX-b202d13eff	תְּקֻדַּשׁ	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b202d13eff:V2	LX-b202d13eff	תְּקֻדַּשְׁנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b21954ec6c:V1	LX-b21954ec6c	הוֹלִידוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
vocalized	LX-b21954ec6c:V2	LX-b21954ec6c	תּוֹלִיד	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b21954ec6c:V3	LX-b21954ec6c	תּוֹלֵדְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b28d05a18f:V1	LX-b28d05a18f	תִּמְנַע	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b28d05a18f:V2	LX-b28d05a18f	תִּמְנַעְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b2ef87ee2c:V1	LX-b2ef87ee2c	תַּכִּיר	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b2ef87ee2c:V2	LX-b2ef87ee2c	תַּכֵּרְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b33353af4e:V1	LX-b33353af4e	הִתְבַּטֵּא	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b33353af4e:V2	LX-b33353af4e	הִתְבַּטְּאוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b33353af4e:V3	LX-b33353af4e	תִּתְבַּטֵּא	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b33353af4e:V4	LX-b33353af4e	תִּתְבַּטֶּאנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b34e036e57:V1	LX-b34e036e57	תִּנָּעֵל	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b34e036e57:V2	LX-b34e036e57	תִּנָּעֵלְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b36fd75c35:V1	LX-b36fd75c35	תּוּטַב	2	FUT.2MSG|FUT.3FSG		False	HUFAL
vocalized	LX-b36fd75c35:V2	LX-b36fd75c35	תּוּטַבְנָה	2	FUT.2FPL|FUT.3FPL		False	HUFAL
vocalized	LX-b3899b9aae:V1	LX-b3899b9aae	תֶּחֱזַק	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b3899b9aae:V2	LX-b3899b9aae	תֶּחֱזַקְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b3c9022775:V1	LX-b3c9022775	תַּעֲטֹף	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b3c9022775:V2	LX-b3c9022775	תַּעֲטֹפְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b3caa239df:V1	LX-b3caa239df	תִּסָּחֵף	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b3caa239df:V2	LX-b3caa239df	תִּסָּחֵפְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b42f636984:V1	LX-b42f636984	תֶּאֱסֹר	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b42f636984:V2	LX-b42f636984	תֶּאֱסֹרְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b43202ccf1:V1	LX-b43202ccf1	תִּשְׂחֶה	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b43202ccf1:V2	LX-b43202ccf1	תִּשְׂחֶינָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b48c6ea1ba:V1	LX-b48c6ea1ba	תַּתְחִיל	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b48c6ea1ba:V2	LX-b48c6ea1ba	תַּתְחֵלְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b49f377bc6:V1	LX-b49f377bc6	תִּטֹּל	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b49f377bc6:V2	LX-b49f377bc6	תִּטֹּלְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b4edc12a9a:V1	LX-b4edc12a9a	תְּחַבֵּק	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-b4edc12a9a:V2	LX-b4edc12a9a	תְּחַבֵּקְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-b50751ff7e:V1	LX-b50751ff7e	הִסְתַּגֵּר	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b50751ff7e:V2	LX-b50751ff7e	הִסְתַּגְּרוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b50751ff7e:V3	LX-b50751ff7e	תִּסְתַּגֵּר	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b50751ff7e:V4	LX-b50751ff7e	תִּסְתַּגֵּרְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b513d389f8:V1	LX-b513d389f8	תִּפְקֹד	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b513d389f8:V2	LX-b513d389f8	תִּפְקֹדְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b53bdf437c:V1	LX-b53bdf437c	נָזֹל	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
vocalized	LX-b55e0a36a2:V1	LX-b55e0a36a2	הִתְגַּבֵּר	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
vocalized	LX-b55e0a36a2:V2	LX-b55e0a36a2	הִתְגַּבְּרוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	
vocalized	LX-b55e0a36a2:V3	LX-b55e0a36a2	תִּתְגַּבֵּר	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b55e0a36a2:V4	LX-b55e0a36a2	תִּתְגַּבֵּרְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b5f86cb852:V1	LX-b5f86cb852	הִתְאַבֵּל	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
vocalized	LX-b5f86cb852:V2	LX-b5f86cb852	הִתְאַבְּלוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	
vocalized	LX-b5f86cb852:V3	LX-b5f86cb852	תִּתְאַבֵּל	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b5f86cb852:V4	LX-b5f86cb852	תִּתְאַבֵּלְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b60212497e:V1	LX-b60212497e	תֻּכְשַׁר	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b60212497e:V2	LX-b60212497e	תֻּכְשַׁרְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b60a3a131b:V1	LX-b60a3a131b	תַּצִּית	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b60a3a131b:V2	LX-b60a3a131b	תַּצֵּתְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b625926ad5:V1	LX-b625926ad5	תְּנַסֶּה	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-b625926ad5:V2	LX-b625926ad5	תְּנַסֶּינָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-b64c2d737c:V1	LX-b64c2d737c	תֻּקַּף	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b64c2d737c:V2	LX-b64c2d737c	תֻּקַּפְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b6dd4ef5a9:V1	LX-b6dd4ef5a9	תַּשְׁפִּיעַ	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b6dd4ef5a9:V2	LX-b6dd4ef5a9	תַּשְׁפַּעְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b701de28d8:V1	LX-b701de28d8	תַּחְרֹפּ	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-b701de28d8:V2	LX-b701de28d8	תַּחְרֹפְּנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-b71b9f8aa9:V1	LX-b71b9f8aa9	הִשְׁתַּכְּנֵז	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b71b9f8aa9:V2	LX-b71b9f8aa9	הִשְׁתַּכְּנְזוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b71b9f8aa9:V3	LX-b71b9f8aa9	תִּשְׁתַּכְּנֵז	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b71b9f8aa9:V4	LX-b71b9f8aa9	תִּשְׁתַּכְּנֵזְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b71dee7c98:V1	LX-b71dee7c98	תִּדְרֹס	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b71dee7c98:V2	LX-b71dee7c98	תִּדְרֹסְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b776af48c7:V1	LX-b776af48c7	תַּכֶּה	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-b776af48c7:V2	LX-b776af48c7	תַּכֶּינָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-b7acb7ab10:V1	LX-b7acb7ab10	תֻּגְבַּר	2	FUT.2MSG|FUT.3FSG		False	HUFAL
vocalized	LX-b7acb7ab10:V2	LX-b7acb7ab10	תֻּגְבַּרְנָה	2	FUT.2FPL|FUT.3FPL		False	HUFAL
vocalized	LX-b822ef4949:V1	LX-b822ef4949	תְּשַׁכְלֵל	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-b84daf0549:V1	LX-b84daf0549	הִתְנַקֵּשׁ	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b84daf0549:V2	LX-b84daf0549	הִתְנַקְּשׁוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b84daf0549:V3	LX-b84daf0549	תִּתְנַקֵּשׁ	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b84daf0549:V4	LX-b84daf0549	תִּתְנַקֵּשְׁנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b8957b0c59:V1	LX-b8957b0c59	הִתְמַכֵּר	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b8957b0c59:V2	LX-b8957b0c59	הִתְמַכְּרוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b8957b0c59:V3	LX-b8957b0c59	תִּתְמַכֵּר	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b8957b0c59:V4	LX-b8957b0c59	תִּתְמַכֵּרְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b8ce4669c5:V1	LX-b8ce4669c5	הִתְעַלֵּף	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-b8ce4669c5:V2	LX-b8ce4669c5	הִתְעַלְּפוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-b8ce4669c5:V3	LX-b8ce4669c5	תִּתְעַלֵּף	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-b8ce4669c5:V4	LX-b8ce4669c5	תִּתְעַלֵּפְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-b97bf4b70c:V1	LX-b97bf4b70c	תַּעֲשֶׂה	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b97bf4b70c:V2	LX-b97bf4b70c	תַּעֲשֶׂינָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b99bcc9306:V1	LX-b99bcc9306	תִּקְצֹף	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b99bcc9306:V2	LX-b99bcc9306	תִּקְצֹפְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-b9d8b05a05:V1	LX-b9d8b05a05	תִּפְרֹץ	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-b9d8b05a05:V2	LX-b9d8b05a05	תִּפְרֹצְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-ba17312739:V1	LX-ba17312739	תֶּחֱוֶה	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-ba17312739:V2	LX-ba17312739	תֶּחֱוֶינָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-ba6e15c2a7:V1	LX-ba6e15c2a7	הִתְפָּרֵעַ	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-ba6e15c2a7:V2	LX-ba6e15c2a7	הִתְפָּרְעוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-ba6e15c2a7:V3	LX-ba6e15c2a7	תִּתְפָּרֵעַ	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-ba6e15c2a7:V4	LX-ba6e15c2a7	תִּתְפָּרַעְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-ba9b4ec182:V1	LX-ba9b4ec182	תְּאַבֵּד	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-ba9b4ec182:V2	LX-ba9b4ec182	תְּאַבֵּדְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-baa093e1cf:V1	LX-baa093e1cf	תֻּכֶּה	2	FUT.2MSG|FUT.3FSG		False	HUFAL
vocalized	LX-baa093e1cf:V2	LX-baa093e1cf	תֻּכֶּינָה	2	FUT.2FPL|FUT.3FPL		False	HUFAL
vocalized	LX-bab2836fec:V1	LX-bab2836fec	תֶּאֱהַד	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bab2836fec:V2	LX-bab2836fec	תֶּאֱהַדְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bafc724f01:V1	LX-bafc724f01	הִתְלוֹנֵן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-bafc724f01:V2	LX-bafc724f01	הִתְלוֹנְנוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-bafc724f01:V3	LX-bafc724f01	תִּתְלוֹנֵן	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-bafc724f01:V4	LX-bafc724f01	תִּתְלוֹנֵנָּה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-bb77b6c1b1:V1	LX-bb77b6c1b1	הִתְבּוֹדֵד	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-bb77b6c1b1:V2	LX-bb77b6c1b1	הִתְבּוֹדְדוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-bb77b6c1b1:V3	LX-bb77b6c1b1	תִּתְבּוֹדֵד	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-bb77b6c1b1:V4	LX-bb77b6c1b1	תִּתְבּוֹדֵדְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-bb95efdabf:V1	LX-bb95efdabf	תְּפַשֵּׁט	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bb95efdabf:V2	LX-bb95efdabf	תְּפַשֵּׁטְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-bba5c2c463:V1	LX-bba5c2c463	תִּשְׁקֹט	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bba5c2c463:V2	LX-bba5c2c463	תִּשְׁקֹטְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bbb5072543:V1	LX-bbb5072543	תַּחֲזֹר	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bbb5072543:V2	LX-bbb5072543	תַּחֲזֹרְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bbf1210689:V1	LX-bbf1210689	תַּזִּיק	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-bbf1210689:V2	LX-bbf1210689	תַּזֵּקְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-bc39ca2850:V1	LX-bc39ca2850	תְּשֻׁחַד	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-bc39ca2850:V2	LX-bc39ca2850	תְּשֻׁחַדְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-bc41ac231c:V1	LX-bc41ac231c	תְּאַמֵּץ	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bc41ac231c:V2	LX-bc41ac231c	תְּאַמֵּצְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-bc5f7c42c3:V1	LX-bc5f7c42c3	תְּשַׁכְתֵּב	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-bc5f7c42c3:V2	LX-bc5f7c42c3	תְּשַׁכְתֵּבְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-bc7b3ef67f:V1	LX-bc7b3ef67f	הִצְטַלֵּם	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
vocalized	LX-bc7b3ef67f:V2	LX-bc7b3ef67f	הִצְטַלְּמוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
vocalized	LX-bc7b3ef67f:V3	LX-bc7b3ef67f	תִּצְטַלֵּם	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
vocalized	LX-bc7b3ef67f:V4	LX-bc7b3ef67f	תִּצְטַלֵּמְנָה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
vocalized	LX-bcb4b554a9:V1	LX-bcb4b554a9	תַּחֲטֹף	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bcb4b554a9:V2	LX-bcb4b554a9	תַּחֲטֹפְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bcc6e77d08:V1	LX-bcc6e77d08	תַּבְהִיר	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-bcc6e77d08:V2	LX-bcc6e77d08	תַּבְהֵרְנָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-bce671e703:V1	LX-bce671e703	הוֹרוּ	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
vocalized	LX-bce671e703:V2	LX-bce671e703	תּוֹרֶה	2	FUT.2MSG|FUT.3FSG		False	HIFIL
vocalized	LX-bce671e703:V3	LX-bce671e703	תּוֹרֶינָה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
vocalized	LX-bd5b8d806e:V1	LX-bd5b8d806e	תְּבַטֵּא	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bd5b8d806e:V2	LX-bd5b8d806e	תְּבַטֶּאנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-bd64bd5f86:V1	LX-bd64bd5f86	תִּפָּגַע	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-bd64bd5f86:V2	LX-bd64bd5f86	תִּפָּגַעְנָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-bd8d081d7a:V1	LX-bd8d081d7a	תְּדֻכָּא	2	FUT.2MSG|FUT.3FSG		False	PUAL
vocalized	LX-bd8d081d7a:V2	LX-bd8d081d7a	תְּדֻכֶּאנָה	2	FUT.2FPL|FUT.3FPL		False	PUAL
vocalized	LX-bdb8967668:V1	LX-bdb8967668	תִּכָּשֵׁל	2	FUT.2MSG|FUT.3FSG		False	NIFAL
vocalized	LX-bdb8967668:V2	LX-bdb8967668	תִּכָּשֵׁלְנָה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
vocalized	LX-be025cdb2a:V1	LX-be025cdb2a	תַּנְחֶה	2	FUT.2MSG|FUT.3FSG		False	
vocalized	LX-be025cdb2a:V2	LX-be025cdb2a	תַּנְחֶינָה	2	FUT.2FPL|FUT.3FPL		False	
vocalized	LX-be357ff004:V1	LX-be357ff004	תְּהַמְהֵם	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-be357ff004:V2	LX-be357ff004	תְּהַמְהֵמְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-be895af0f1:V1	LX-be895af0f1	זָב	2	PST.3MSG|PRS.MSG	PST.3MSG	True	PAAL
vocalized	LX-be895af0f1:V2	LX-be895af0f1	זָבָה	2	PST.3FSG|PRS.FSG	PST.3FSG	True	PAAL
vocalized	LX-be895af0f1:V3	LX-be895af0f1	תָּזוּב	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-be895af0f1:V4	LX-be895af0f1	תָּזֹבְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bf0b93114e:V1	LX-bf0b93114e	תְּבַטֵּל	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bf0b93114e:V2	LX-bf0b93114e	תְּבַטֵּלְנָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-bf1c5ed831:V1	LX-bf1c5ed831	תְּחַכֶּה	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bf1c5ed831:V2	LX-bf1c5ed831	תְּחַכֶּינָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-bf2dc576e3:V1	LX-bf2dc576e3	תִּרְפָּא	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bf2dc576e3:V2	LX-bf2dc576e3	תִּרְפֶּאנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bf89c0b150:V1	LX-bf89c0b150	שָׁב	2	PST.3MSG|PRS.MSG	PST.3MSG	True	PAAL
vocalized	LX-bf89c0b150:V2	LX-bf89c0b150	שָׁבָה	2	PST.3FSG|PRS.FSG	PST.3FSG	True	PAAL
vocalized	LX-bf89c0b150:V3	LX-bf89c0b150	תָּשׁוּב	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bf89c0b150:V4	LX-bf89c0b150	תָּשֹׁבְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bf9a05e950:V1	LX-bf9a05e950	תִּשְׁכַּח	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bf9a05e950:V2	LX-bf9a05e950	תִּשְׁכַּחְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bfd2580e9e:V1	LX-bfd2580e9e	תִּגַּע	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-bfd2580e9e:V2	LX-bfd2580e9e	תִּגַּעְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-bfdee6e589:V1	LX-bfdee6e589	תְּמַפֶּה	2	FUT.2MSG|FUT.3FSG		False	PIEL
vocalized	LX-bfdee6e589:V2	LX-bfdee6e589	תְּמַפֶּינָה	2	FUT.2FPL|FUT.3FPL		False	PIEL
vocalized	LX-c04cf3a925:V1	LX-c04cf3a925	נִרְאֵית	2	PST.2FSG|PRS.FSG	PST.2FSG	True	NIFAL
vocalized	LX-c04cf3a925:V2	LX-c04cf3a925	תֵּרָאֶה	2	FUT.2MSG|FUT.3FSG		False	NIFAL
vocalized	LX-c04cf3a925:V3	LX-c04cf3a925	תֵּרָאֶינָה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
vocalized	LX-c05c81dbad:V1	LX-c05c81dbad	תִּשְׁקֹל	2	FUT.2MSG|FUT.3FSG		False	PAAL
vocalized	LX-c05c81dbad:V2	LX-c05c81dbad	תִּשְׁקֹלְנָה	2	FUT.2FPL|FUT.3FPL		False	PAAL
vocalized	LX-c0a6efc8c6:V1	LX-c0a6efc8c6	הִתְרוֹקֵן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
